iter	Passed	Remaining
938	4177	271
939	4181	266
940	4185	262
941	4189	257
942	4192	253
943	4197	248
944	4200	244
945	4205	240
946	4208	235
947	4212	231
948	4216	226
949	4220	222
950	4224	217
951	4228	213
952	4233	208
953	4236	204
954	4240	199
955	4244	195
956	4248	190
957	4251	186
958	4255	181
959	4258	177
960	4261	172
961	4266	168
962	4269	164
963	4273	159
964	4277	155
965	4282	150
966	4288	146
967	4293	141
968	4298	137
969	4304	133
970	4308	128
971	4312	124
972	4317	119
973	4321	115
974	4326	110
975	4330	106
976	4336	102
977	4344	97
978	4350	93
979	4358	88
980	4363	84
981	4367	80
982	4373	75
983	4378	71
984	4382	66
985	4388	62
986	4392	57
987	4396	53
988	4400	48
989	4403	44
990	4407	40
991	4410	35
992	4414	31
993	4418	26
994	4422	22
995	4425	17
996	4428	13
997	4433	8
998	4436	4
999	4439	0
